name;lat;lon
Пандора;55.70760739999999;37.65019209999999
Партнер;55.712432899999996;37.420252399999995
Пенсионный фонд Российской Федерации;55.71774190000001;37.6201497
Пинскдрев;55.7113489;37.6567961
Планета Железяка;55.897405;37.6069182
Пожарная часть № 14;55.7704633;37.6646834
Пожарная часть №2 (3-?);55.8596457;37.43406099999999
Пожарная часть №33;55.7553672;37.6029251
Пожарная часть №76, Управление по ЮВАО 24 ОФПС;55.6578599;37.7390154
Посольство Азербайджана;55.76042160000001;37.6052641
Посольство Бенина;55.76950840000001;37.6090762
Посольство Бразилии;55.7583643;37.5879221
Посольство Габона;55.74483819999999;37.5871924
Посольство Гвинеи;55.739297500000006;37.589395499999995
Посольство Египта;55.7568927;37.5894806
Посольство Мьянмы;55.757143199999994;37.592939199999996
Посольство Объединённых Арабских Эмиратов, Военный атташе;55.74689359999999;37.5789551
Посольство Перу;55.7524021;37.653908699999995
Посольство Словакии;55.7719361;37.5898067
Посольство Танзании;55.757856100000005;37.5885234
Посольство Туркменистана;55.75054999999998;37.5990445
Посольство Эфиопии;55.7832521;37.6401733
Постоянное представительство Чеченской Республики при президенте РФ;55.77998079999999;37.641024
Почвенный институт им. Докучаева;55.73861409999999;37.62042749999999
Правительство Москвы;55.761245800000005;37.60863839999999
Представительство Объединённых Наций;55.7592176;37.6021157
Представительство Орловской области при Правительстве РФ;55.7456835;37.6457854
Представительство республики Башкоторстан;55.7682305;37.6720754
Префектура ЮАО;55.7059862;37.654067
Приёмник-распределитель УВД ЮВАО;55.654211999999994;37.70148929999999
Прокуратура Московской области;55.76569009999999;37.6262903
Прокуратура города Москвы;55.7325729;37.669085499999994
РЕСО Гарантия Центр выплат;55.68812930000001;37.6156939
РНКБ Банк;55.775564;37.605136
"РОДП ""Яблоко""";55.7403824;37.6288058
РЭМ;55.8158182;37.5950798
Резиденция Патриарха Московского и всея Руси;55.71106869999999;37.627850499999994
Резиденция посла Турции;55.7573125;37.59202770000001
Ремонтно-строительное управление МВД РФ;55.813249299999995;37.8102352
Ренова Лаб;55.68149210000001;37.3327311
Речная администрация Московского Бассейна;55.816240699999994;37.4479953
Родионовский;55.71077699999999;37.654171999999996
Росатом;55.7398768;37.6232771
Роскино;55.7563507;37.600925999999994
Рособрнадзор;55.772412899999985;37.6277348
Росреестр;55.7525768;37.6489789
Российская академия наук;55.71079490000001;37.5779208
Российские железные дороги;55.768524200000016;37.65194329999999
Российский государственный архив социально-политической истории;55.76251;37.61227019999999
Российский союз молодежи;55.757565199999995;37.631375899999995
Российский центр судебно-медицинской экспертизы;55.7777203;37.55149219999999
Росстандарт;55.7241178;37.60552069999999
Росстат;55.767527;37.6411165
Росэнергоатом;55.71003629999999;37.6267419
СК МПО им. И. И. Румянцева;55.7981826;37.5773238
СМ-Клиника;55.816145199999994;37.619482299999994
Саввинское архиерейское подворье;55.76057999999999;37.6118812
Северная башня;55.75183549999999;37.5326582
Сенатский дворец;55.7532351;37.61878300000001
Сибинтек;55.6996298;37.61626389999999
Симонов-плаза;55.71119120000001;37.65283029999999
Следственный комитет Российской Федерации;55.7634768;37.6810903
Служба финансового контроля Департамента здравоохранения города Москвы;55.822422799999984;37.5791599
Служба эксплуатации;55.756773499999994;37.543334900000005
Служба энергохозяйства ГУП Мосгортранс;55.7753187;37.499559
Смоленский пассаж 2;55.7482373;37.58137059999999
Специальное конструкторское бюро сго;55.708467;37.6080913
Страховой Дом ВСК;55.7568105;37.4477564
Судебный участок № 79 Северного района;55.9425423;37.5521489
Сургутнефтегаз;55.7679046;37.64286179999999
Счётная палата Российской Федерации;55.73817789999999;37.5836607
"Творческая мастерская З.К. Церетели ""Детская школа искусств""";55.74134660000001;37.62789899999999
Телецентр «Останкино» АСК-1;55.822694199999994;37.606286
Территориальный центр социального обслуживания Арбат;55.755510099999995;37.586850899999995
Технодинамика;55.736533599999994;37.6362783
Троицкая электросеть;55.47609219999999;37.301639
УВД по ЦАО;55.735107000000006;37.6916754
УВД по ЮЗАО;55.6785587;37.5715306
Угрешский;55.7152479;37.6962504
Узел связи;55.749976800000006;37.7754904
Управа р-на Солнцево г. Москвы;55.650644199999995;37.39444569999999
"Управа района ""Гольяново""";55.8294745;37.81989459999999
Управа района Выхино-Жулебино;55.713348199999984;37.80500289999999
Управа района Южное Медведково;55.8756367;37.6197047
Управление ГИБДД Московской области;55.783921299999996;37.6364465
Управление образования Северо-Восточного административного округа города Москвы;55.812543;37.59184979999999
Управление по контролю за оборотом наркотиков Главного управления МВД России по г. Москве;55.6544416;37.599171
Управление собственной безопасности Москвы;55.76234039999999;37.582328
Управление социальной защиты населения района Ховрино;55.85947039999999;37.505419499999995
Усадьба Давыдова;55.74166640000001;37.594528
Усадьба Салтыковых - Чертковых;55.760553099999996;37.631055
Усадьба Самсонова;55.7394018;37.5887806
Усадьба Шаховского-Краузе-Осиповых;55.75330760000001;37.602669
ФГБУ «ЦУРЭН»;55.7552627;37.6068492
"ФГУП ""Госземкадастрсъемка""-ВИСХАГИ";55.7291036;37.7201221
"ФГУП ""Росатомстрой""";55.7445733;37.6209687
ФГУП МИА «Россия сегодня»;55.73768050000001;37.5904924
Федеральная служба государственной регистрации, кадастра и картографии;55.763486400000005;37.6396015
Федеральная служба по надзору в сфере образования и науки;55.7193994;37.61005099999999
Федеральное агентство железнодорожного транспорта;55.7656813;37.658510299999996
Федеральное агентство по государственным резервам;55.756693;37.62636609999999
Федеральное агентство по рыболовству;55.7660637;37.627338599999995
Федеральное казначейство;55.7552578;37.6275708
"Филиал ФГУП ""ЦЭНКИ"" - НИИСК им. В.П. Бармина";55.664737300000006;37.4880373
Финансово-казначейское управление ЮАО;55.7108755;37.6593848
Фольксваген-Кунцево;55.72270480000001;37.3831649
Фосагро;55.6972688;37.56348789999999
Центр информационных технологий Центрального банка РФ;55.8508802;37.44834269999999
Центр перспективных разработок Московского транспорта;55.7285473;37.4408559
Центр промышленности Республики Болгария;55.60983559999999;37.5762533
Центр социального обслуживания «Арбат». Филиал «Пресненский»;55.75958229999999;37.6017102
Центральная избирательная комиссия Российской Федерации;55.757533;37.626582899999995
Центральное территориальное управление имущественных отношений Минобороны РФ;55.7767235;37.539635499999996
Центральный дом литераторов;55.7579478;37.587769599999994
Центральный научно-исследовательский институт эпидемиологии;55.7432709;37.640955
Центральный российский дом знаний;55.774491899999994;37.68233889999999
Черёмушкинский районный суд;55.6784655;37.57386129999999
Эдтроникторг;55.808382099999996;37.518531
Экспертно-криминалистический центр ГУ МВД России по г. Москве;55.7704824;37.6178023
ЭлитКрокусГрупп;55.5765379;37.622921
Энви Моторс;55.6777725;37.8546762
Ямское Плаза;55.7853457;37.5846572
Яхтенный бизнес-центр;55.8329611;37.4822969
